"otimism","frivolity","love","gloat","frustration","disaproval","envy","remorse","aggresiviness","rejection","rivalry","contempt","anxiety","awe","submission","coercion","desgosto"
0.61,0,0.86,0,0,0,0,0,0,0,0,-0.19,0.19,0,0.19,0,FALSE
0,0.07,0.15,0,0,0,0,-4.95,0,0,0,-0.32,0.06,0,0.06,0,FALSE
1.83,0,1.65,0,-0.18,-0.24,0,-3.03,0,0,0,-0.06,0.19,0,0.09,0.1,FALSE
0,0.22,6.44,0,0.03,0,0.11,0,0,-0.03,0,-0.15,0.06,0,0.06,0,FALSE
0.36,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
1.83,0,0.41,0,-0.06,0,0.03,-0.64,0,0,0.17,0,0.29,0,0.07,0.22,FALSE
0,0.07,0,0.07,0.05,-0.2,0.13,-0.3,0,-0.05,0,-0.15,-0.03,0,-0.03,0,FALSE
4.97,0,5.32,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0.22,0,0.19,0,0,-0.11,0,-0.12,0,-0.03,0,-0.04,0.03,0,0.03,0,TRUE
1.78,0.14,5.36,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0,0,0,0,0.38,0,0.16,0,0,0,0,0,0.31,0,0.34,0,TRUE
1.64,0,1.47,0,0,0,0,-1.29,0,0,0,-0.07,0,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,FALSE
3.75,0.09,3.52,0,0,0,0,0,0,0,0,0,0.03,0,0.03,0,TRUE
0,0.21,1.37,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0,TRUE
0.45,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0.44,0,2.18,0,0.06,0,0.05,0,0.18,0,0.17,0,0.21,0,0.21,0,FALSE
0,0,1.57,0,-0.07,0,-0.04,-1.76,0,0,0,-0.17,0,0,0,0,TRUE
0,0,0.17,0,0.05,0,0.06,-1.92,0.1,0,0.11,-0.11,0.14,0,0.09,0,FALSE
0.48,0,0.47,0,0,0,0.03,-1.54,0,0,0,-0.07,0.24,0,0.13,0,FALSE
1.78,0,2.03,0,-0.4,0,0,-2.24,0,0,0.11,-0.2,-0.09,0,-0.11,-0.09,FALSE
0.32,0.03,1.64,0,0,0,0,-1.29,0,0,0,0.01,0.05,0,0.05,0,FALSE
0.18,0,0.23,0,0.15,0,0.03,0,0,0,0,0,-0.05,0,-0.05,0,FALSE
2.13,-0.22,4.63,0,0,0,0,0,0,0,0.17,0,0.21,0,0.15,0,FALSE
0.56,0.21,1.9,0,0,0,0,0,0.18,-0.08,0.29,0,0.25,0,0.25,0,FALSE
0.13,0.15,0.11,0.07,0,0,0,-0.09,0,0,0,0,0.06,-0.13,0.06,0,FALSE
0,0.21,1.37,0,0,-0.13,0,-0.22,0,0,0,0,0,0,0,0,FALSE
0.19,0,0.14,0,0,0,0,-0.2,0,0,0,0,-0.04,0,-0.04,0,TRUE
0,0,0.1,0,0,0,0,0,0,0,0,-0.19,0,0,0,0,FALSE
0.31,0,0.25,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0,FALSE
1.58,0,1.61,0,0.2,0,0.2,-1.64,0,0,0,-0.42,0.31,0,0.31,0,TRUE
0,-0.04,1.18,0,0,0,0,-1.66,0,0,0,-0.15,0.07,0,0.07,0,FALSE
0.17,0.47,3.28,0,-0.07,0,0,0,0.09,0,0,0,-0.01,0,-0.01,0,FALSE
0,0,0,0,0.15,-0.14,0.02,-0.23,0,0,0,-0.09,0.11,0,0.11,0,FALSE
0,0,0,0,-0.07,-0.37,0,-1.82,0.09,0,0,-0.06,0,-0.31,0,-0.31,FALSE
0.15,0,0,0,0,-0.24,0,-0.44,0,0,0,0,0,0,0,0,FALSE
0,0,0,0,0.26,-0.17,0.04,-2.29,0,0,0,-0.06,0.24,-0.13,0.27,-0.2,TRUE
1.69,0,0,0,0,0,0,0,0,0,0,-0.19,0.11,0,0.11,0,FALSE
1.78,0,1.99,0,0,0,0,0,0,0,0.07,0,-0.02,0,-0.13,0,TRUE
0,0,0.13,0,0,0,0,0,0,0,0.12,-0.19,0,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0,0,0,0,0,0,0,-1.55,0,0,0,-0.01,0.18,0,0.18,0,FALSE
0,0,0,0,0,0,0,-2.24,0,0,0,-0.19,0,0,0,-0.73,FALSE
0.7,-0.07,2.06,0,0,-1.9,0,-2.03,0,-0.04,0,-0.11,0,-0.19,0,-0.19,FALSE
0,-0.02,1.73,0,0,0,0,-1.56,0,0,0,0.23,0,0,-0.11,0,FALSE
0.17,-0.6,3.21,0,0,0,0,-1.41,0,0,0.18,-0.04,0.02,0,0.02,0,FALSE
0.2,0.07,0,0.07,0.36,0,0.28,-3.88,0,0,0,-0.43,0.09,0,0.06,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
3.5,0,3.67,0,0,-0.19,0,-0.26,0,0,0,0,0,0,0,0,TRUE
0.18,0.07,3.57,0,0,0,0,0,0,0,0.21,0,0.06,0,0.06,0,FALSE
1.24,0.07,2.63,0,0,0,0,-0.11,0,0,0,0,0.38,0,0.38,-0.07,FALSE
0.51,-0.09,0.55,0,0,0,0,0,0,-0.1,0,0,0.14,0,0.09,0,FALSE
0,0,0,0,0,0,0,-0.65,0,0,0,0,0,0,0,-0.49,FALSE
1.77,-0.23,1.4,0,0,0,0,0,0,0,0,0,0,0,-0.09,0,FALSE
2.08,0,0.34,-0.12,0,0,0,0,0,0,0,0.15,-0.01,0,-0.01,0,FALSE
0.17,-0.08,2.9,0,0.33,0,0.31,-1.89,0,0,0,-0.06,0.27,0,0.27,0,TRUE
0,0,1.67,0,0.1,0,0.07,-1.45,0,0,0,-0.2,0,0,0,0,TRUE
0.17,0,0.1,0,0.13,0,0.16,0,0,0,0,0,-0.02,0,-0.02,0,FALSE
0.1,0.01,1.47,0,0.3,0,0.07,-0.2,0,0,0,0,0.17,0,0.02,0.01,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0.12,-0.01,FALSE
0,-0.1,1.4,0,0,0,0,-1.91,0,-0.1,0,-0.35,0,0,0,0,FALSE
1.96,0,2.07,0,0.29,0,0.4,-1.35,0.18,0,0.17,0.08,0.08,0,0.08,-0.08,TRUE
0,0,0,0,0.23,0,0.24,-1.49,0,0,0,-0.11,0.22,0,0.22,0,FALSE
1.73,-0.22,2.99,0,0.42,0,0.2,0,0,0,0,0,0.38,0,0.38,0,FALSE
1.88,0,1.9,0,0,0,0,0,0,0,0,0,0.11,0,0.11,0,TRUE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0.42,0,0.45,0,0.19,0,-0.01,-2.72,0,0,0,0.46,0.2,0,0.2,0,FALSE
0.5,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0.44,-0.02,2.27,0,0.24,0,0.15,-3.47,0,0,0,-0.26,0.25,0,0.25,-0.73,FALSE
0,0,0,0,0,-0.12,0,-0.22,0,0,0,0,0,-0.11,0,-0.11,FALSE
0,0,1.57,0,0.24,0,0.19,0,0.25,0,0.11,0,0.29,0,0.29,0,TRUE
2.19,0,0.4,0,0.24,0,0.19,-3.33,0,0,0,0.12,0.3,0,0.3,0,TRUE
0,0.05,1.49,0,0.3,0,0.11,0,0.15,0,0.13,-0.03,0.34,0,0.34,0,TRUE
0,0,0,0,-0.08,0,0,-0.64,0,0,0,0,0.22,0,0,0.22,TRUE
1.34,0,1.05,0,0,0,0,0,0,0,0,0,0.38,0,0.38,0,FALSE
0,0,0,0,0,-0.06,0,0,0,0.11,0,0,0,0,0,0,FALSE
0,0,0,0,0,0,0,-1.41,0,0.01,0,-0.03,0,0,0,0,FALSE
0.1,0,0.14,0,0.12,0,0.03,-3.54,0.09,0,0.13,-0.42,0.04,0,0.07,-0.73,FALSE
1.87,-0.33,1.25,0,0.08,0,0.02,0,0.09,0,0,0,0.17,0,0.17,0,FALSE
0.23,0,0.22,0,0,0,0,-0.11,0,0,0,0,0.06,0,0.06,-0.06,TRUE
1.96,0,2.07,0,0.03,0,0.12,0,0.18,0,0.17,0,-0.04,0,-0.04,0,TRUE
0.77,0,0.58,0,-0.42,0,0,-3.12,0.82,0,0,0.04,0,0,0.17,-0.17,FALSE
0,0.13,2.93,0,0.15,0,0.13,-1.86,0,0,0,-0.71,-0.01,0,-0.01,0,FALSE
1.58,-0.03,2.92,0,0,0,0,-3.25,0,-0.1,0,-0.43,0,0,0,0,TRUE
0,0,0,0,-0.22,0,0,-3.78,0,0,0,-0.74,-0.05,0,0,0.24,FALSE
3.72,0,2.15,0,0,-0.13,0,-0.34,0,0,0.17,0,0.09,-0.09,0.09,-0.09,TRUE
0.28,0,1.77,0,0,0,0,-1.96,0,0,0,0,0.2,0,0.2,-1.18,TRUE
0,0,0,0,0.01,0,0.02,0,0,0,0,0,0,0,0,0,TRUE
0.44,0,0.29,0,0.13,0,0.09,-1.91,0.09,0,0.11,-0.35,0.15,0,0.12,0,FALSE
0,0.3,1.55,0,0.09,0,0.04,0,0,0,0.15,0,0.04,0,0.04,0,TRUE
1.78,0.19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
1.64,0.16,3.16,0,0.11,-0.11,0.06,-0.08,0.09,-0.01,0,0.02,0,0,0,0,FALSE
0,0,0,0,0,0,0,-0.34,0,-0.07,0,-0.19,0,0,0,0,FALSE
0.49,-0.03,0.7,0,0.1,-0.07,0.23,-0.09,0,0.03,0,0.01,0.27,-0.12,0.15,0,TRUE
0,0.3,1.39,0,0,0,0,-1.85,0,0,0,0.03,-0.02,0,-0.02,0,FALSE
1.72,0,1.77,0,0,0,0,-2.71,0,0,0,-0.05,0,0,0,0,FALSE
2.39,0,2.55,0,0,0,0,0,0,0,0,0,0.14,0,0.14,0,FALSE
0,0,0,0,0.25,0,0.13,-2.85,0,0,0,-0.15,0.09,0,0.09,0,FALSE
0,0,0,0,-0.02,0,0,-0.73,0.54,0,0,-0.17,0,0,0,0,TRUE
0.2,0.07,1.73,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
1.78,0.31,3.56,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
0,-1.15,1.04,0,0,0,0,-3.28,0,0,0,-0.11,0,0,0,-0.76,FALSE
0.41,0,0.37,0,0,0,0,-1.75,0.15,0,0,-0.2,-0.08,0,-0.08,-0.22,FALSE
0,0,0,0,0.25,0,0.3,-0.75,0.82,0,0,0,0.03,0,0.03,-0.75,TRUE
0.24,0.25,3.17,0,0,0,0,-1.68,0,0,0,0.08,0.13,0,0.13,0,TRUE
0.3,0,0.34,0,0,0,0,-1.49,0,0,0,0,0.2,-0.29,-0.09,-0.74,TRUE
0.75,0,0.15,0,0,-0.46,0,-2.25,0,-0.16,0,-0.34,0.33,0,0.33,0,FALSE
0,0.12,4.83,0,0.19,0,-0.01,0,0,0,0,0,0.2,0,0.2,0,TRUE
0.19,0,0.19,0,0,-0.04,0,-1.64,0.15,0,0.15,0.16,0,-0.06,0,-0.06,FALSE
1.33,0,1.1,0,0.01,0,0,-1.93,0,0,0,0,0.36,0,0.28,-0.82,TRUE
2.68,-0.14,3.08,0,0,-0.13,0,-0.11,0,0,0,0.02,0.48,0,0.48,0,FALSE
3.64,-0.24,3.38,0,0,0,0,-1.98,0,0,0,-0.47,0.02,0,0,0,FALSE
0,0,0,0,0.11,0,0.03,-5.16,0,0,0,-0.45,0.07,0,0.07,0,TRUE
0.21,0,1.81,0,0,0,0,0,0,0,0,0,0.06,0,0.06,0,FALSE
0.57,0,0.4,0,0.11,0,0.06,0,0,0,0,0,0.27,0,0.27,0,FALSE
0,0,1.58,0,0,0,0,0,0,0,0.14,0,0,0,0,-0.71,TRUE
0.23,-0.08,1.98,0,0.2,0,-0.01,0,0,0,0,0,0.17,0,0.2,0,FALSE
2.08,0.36,3.66,0,0,0,0,0,0,0,0,0,0.09,0,0.09,0,FALSE
0,0,0,0,0.24,0,0.19,0,0,0,0,0,0.19,0,0.19,-0.71,TRUE
0.26,0.31,1.91,0,-0.1,0,0,-3.14,0,0,0,-0.16,0.1,0,0.13,-0.76,TRUE
1.98,0,1.9,0,0,0,0,-3.35,0,0,0.17,0.12,0.02,0,0,0,TRUE
1.88,-0.15,2.97,0,0.05,0,0,0,0,0,0,0,-0.03,0,0,0,TRUE
0,0.22,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
0,0,0,0,0.17,0,0.06,-1.39,0,-0.06,0,0,0,0,0,0,TRUE
1.78,0,3.9,0,0.02,-0.19,0.03,-0.26,0,0,0,0,0,0,0,0,FALSE
2.28,0.08,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0.99,0,0.72,0,-0.02,0,0,-2.36,0.54,0,0,-0.2,0.21,0,0.21,0,FALSE
0,-0.19,3.06,0,0.43,0,0.09,0,0,0,0,0,0.39,0,0.39,0,FALSE
0,0,0,0,0.09,0,0.01,-3.57,0,0,0,-0.35,0.1,0,0.1,0,TRUE
0.26,0.17,1.49,0,0.03,0,0,-3.8,0,0,0,-1.05,0.1,0,0.14,-0.11,TRUE
1.01,0,2.53,0,0.2,0,0.18,0,0,0,0,0,0.42,0,0.42,0,FALSE
0.15,0,0.21,0,0,-0.11,0,-0.14,0.18,-0.01,0.24,-0.04,0,0,0,0,FALSE
0.42,0.07,2.08,0,0,0,0,-1.97,0.1,0,0.16,-0.08,0.19,0,0.19,0,FALSE
0,-0.18,1.29,0,0.1,-0.48,0.17,-0.92,0,0.08,0,-0.36,0.11,0,0.11,0,FALSE
1.24,-0.04,1.09,0,0,0,0,-0.2,0,0.05,0,0,0.44,-0.17,0.27,-0.07,TRUE
0.58,0,0.6,0,0,0,0,0,0,0,0,0,0.15,0,0.15,0,FALSE
3.36,0,4.97,0,-0.25,0,0,-0.74,0,0,0.17,0,-0.02,0,0,-0.02,TRUE
1.76,0,1.69,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,FALSE
0,0,0,0,0.02,0,0,-2.15,0,0,0,-0.06,0.02,0,0,0.02,TRUE
0,-0.3,1.39,0,0.13,0,0.16,-1.74,0,0,0,0,0.02,-1.74,0.02,-1.74,TRUE
0.32,0,0.32,0,0.11,-0.08,0.03,-0.13,0,0.04,0,-0.01,0.1,0,0.1,0,FALSE
0,0,0,0,0,0,0,-0.09,0,0,0,0,0,0,0,0,FALSE
0.39,0,0.84,0,0,0,0,0,0,0,0,0,0.09,0,0.09,0,TRUE
1.78,0,2.08,0,0,0,0,0,0,-0.1,0,-0.07,-0.03,0,-0.03,0,TRUE
0,-0.04,2.92,0,0,0,0,-0.34,0,0,0,-0.19,0,0,0,0,FALSE
3.04,0.14,4.38,0,-0.15,0,0,-2.19,0.83,0,0,-0.1,0.03,0,0,0,FALSE
0,0,0,0,0,-0.05,0,-1.52,0,0,0,-0.04,-0.01,-0.06,-0.01,-0.06,TRUE
0.44,-0.07,3.17,0,0,0,0,-1.68,0,0,0,0.06,0.04,0,0.04,0,TRUE
0.17,0,0.1,0,0,-0.05,0,-0.08,0,0.02,0,-0.13,0,0,0,0,TRUE
0,0,0,0,-0.62,0,0,-0.94,0,0,0,0,-0.18,0,0,-0.18,TRUE
0,0,0,0,-0.26,0,0.02,-0.6,0,0,0,0.06,0.02,0,-0.11,0.02,FALSE
0,-0.07,0,0,0.39,0,0.12,-4.1,0,0,0,0.09,0.31,0,0.31,0,TRUE
1.78,0.03,1.9,0,0,0,0,0,0,-0.01,0,0,0.02,0,0.02,0,TRUE
0.58,0,0.46,0,0.3,0,0.08,0,0,0,0,0,0.39,0,0.39,0,FALSE
0,0,0.1,0,0,0,0,-0.3,0,0,0.08,0,0.06,0,0.06,-0.22,FALSE
0.61,0,0.66,0,0,0,0,0,0.22,0,0,0,0.17,0,0.17,-0.71,TRUE
0.61,0,0.58,0,0,0,0,-1.92,0,0,0,0,0.11,0,0.11,0,FALSE
0.39,-0.1,1.77,0,0.19,0,0.13,-5.04,0,0,0,-0.89,0.24,0,0.13,-0.73,FALSE
0,-0.35,1.44,-0.13,0,0,0,0,0,-0.01,0.07,-0.1,0.07,0,0.07,0,TRUE
0,0.04,0,0,0.01,0,0,-0.23,0,0,0,0,-0.11,0,-0.08,-0.17,FALSE
1.89,0,1.74,0,0,0,0,0,0,0,0,0,0.53,0,0.53,0,TRUE
0.61,0.12,1.95,0,0.16,0,0.02,-3.47,0.41,-0.1,0.31,0.08,0.11,0,0.11,-1,TRUE
1.78,-0.01,2.02,0,0.01,0,0,0,0,0,0,0,-0.03,0,0,0,FALSE
0,0,1.53,0,0.14,-1.92,0,0,0,0,0,0,0.25,-1.9,0,0,FALSE
0,-0.11,2.95,0,0.06,-0.1,0.1,-5.2,0,0,0,-0.63,0,0,0,0,FALSE
2.28,-0.02,3.86,0,0.03,0,0.1,-2.18,0.78,0,0.21,0.2,0.2,0,0.2,0,FALSE
1.98,0,0.32,0,0.28,0,0.23,-1.33,0,0,0,0.15,0.14,0,0.17,0,FALSE
0.26,0,0.2,0,0,0,0.17,-0.11,0,0,0,0,0.14,0,0.06,0,FALSE
0,0.09,1.76,0,0,0,0,-1.29,0.21,0,0.26,0.1,0,0,0,0,FALSE
0.13,0.37,3.62,0,0.01,0,0,-5.31,0,0,0,-0.41,0.03,-0.1,0.06,-1.62,FALSE
1.78,0,1.9,0,0,0,0,-1.69,0,0,0,0.09,0,0,0,0,TRUE
0.25,0.03,0.17,0,0,0,0,-0.81,0.08,0,0,0.01,0.03,-0.14,0.03,0,TRUE
0,-0.08,0.09,0,0,0,0,0,0,-0.06,0.09,0,0.02,0,0.02,0,TRUE
0.17,0,0.1,0,0.05,-0.07,0.04,-1.54,0,0.01,0,-0.06,0.02,0,0.02,0,TRUE
0,0.29,1.41,0,0.06,0,0.05,0,0.12,0,0.11,0,0,0,0,0,FALSE
0,0,0,0,0,0,0.12,0,0,0.02,0,-0.01,0.06,0,0.06,0,FALSE
0,0,0,0,0,0,0,-1.93,0,0,0,-0.62,0,0,0,0,FALSE
0.2,0,0,0,0.27,0,0.29,-1.25,0,0,0,-0.05,0.14,0,0.14,0,TRUE
0.1,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0,0.15,1.89,0,0.07,-0.1,0,-0.94,0.82,-0.03,0,-0.12,0,0,0,0,FALSE
1.78,-0.34,3.32,0,0.03,-0.11,0.11,-0.19,0,0,0,0,0.06,0,0.06,0,TRUE
0.27,0.01,0.38,0.06,0,0,0,0,0,-0.12,0,-0.07,0.04,0,0.04,-0.78,FALSE
0,0,0,0,0,0,0,-0.3,0,0,0,0,0,0,0,-0.22,FALSE
1.78,0,1.9,0,0,-0.48,0,-2.67,0,0.08,0,-0.36,0,0,0,-0.8,FALSE
1.64,0.21,2.84,0,-0.51,-0.24,0.06,-1.38,0,0,0,0,-0.1,0,0.08,-0.18,FALSE
0,0.11,4.87,0,0.03,0,0.04,-1.89,0,0,0,-0.06,0,0,0,0,FALSE
2.14,-0.04,1.6,0,0.03,0,0.04,0,0,0,0,0,0,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0.3,0.23,1.86,0,0.06,0,0.06,0,0.12,0,0.1,0,0.14,-0.06,0,0,TRUE
1.72,-0.02,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
0.36,0,0.62,0,0,-1.85,0,-1.75,0,0,0,0,0.07,-1.88,0.07,-1.88,FALSE
0.26,0,0.2,0,0,0,0,-1.49,0,0,0,-0.11,0.24,0,0.24,0,FALSE
0,0,0,0,0.03,0,0.16,0,0,0,0,-0.19,0.03,0,0.03,0,FALSE
0,0,0,0,0,-0.19,0,-0.25,0,-0.06,0,-0.12,0,0,0,0,TRUE
0.32,0,0.28,0,0.26,0,0.04,-2.81,0,0,0,0.44,0.46,0,0.46,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11,0,FALSE
0.48,0.1,0.46,0.08,0.25,0,0.19,0,0,0,0,0,0.34,0,0.34,0,TRUE
0.17,0.01,0.21,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0,TRUE
0.88,-0.11,2.31,0,-0.27,0,0,0,0,0,0,0,0.31,0,0.28,0,FALSE
1.58,0.17,2.97,0,0.03,0,0,-3.49,0,0,0,-0.2,-0.04,0,0,-0.11,TRUE
0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,TRUE
1.16,0,0.75,0,0,0,0,0,0,0,0,0,0.51,0,0.51,0,FALSE
1,0.48,3,0,-0.07,-0.19,0,-0.09,0.24,0.04,0.42,0.01,0.11,0,0.11,0,FALSE
0,0,0,0,-0.07,0,0,-1.47,0.09,0,0,-0.27,0.06,0,0.06,0,FALSE
0.97,0.22,2.68,0,0,0,0,0,0,0,0,0,0.14,0,0.14,0,FALSE
1.64,-0.09,1.64,0,0,0,0,0,0,-0.1,0,0,0,0,0,0,TRUE
0.36,-0.11,1.7,0,0,0,0,-1.53,0,0,0,-0.03,0.1,0,0.06,-0.94,TRUE
0.24,0.02,2.07,0,0,-0.08,0,-3.35,0,0,0,-0.33,0.16,-0.14,0.16,-0.73,FALSE
0.16,0,0.17,0,0,0,0,-1.58,0.32,0,0.31,0.08,0,0,0,0,FALSE
0.5,0.05,0.38,0,0.32,0,0.05,-1.79,0,0,0,-0.1,0.72,0,0.72,0,TRUE
0,0,0,0,0,0,0,-2.74,0,0,0.11,0.36,0,0,0,-0.99,FALSE
0,0.21,1.37,0,0,-0.11,0,-0.4,0,-0.01,0,-0.04,0.06,0,0.06,-0.05,TRUE
0.24,-0.06,0.24,0,-0.02,0,0,-1.74,0,-0.04,0,-0.11,0.04,0,0,0.04,TRUE
1.78,0.22,3.65,0,0.15,0,0.02,0,0,0,0,0,0.11,0,0.11,0,TRUE
0.18,0.21,1.37,0,0.3,0,0.21,0,0,0,0,0,0.21,0,0.21,0,TRUE
0.21,0,0.15,0,0,0,0,-2.09,0,0,0,-0.47,0.06,0,0.06,0,FALSE
0,-0.09,0,0,0.29,0,0.13,-5.89,0.83,-0.1,0,-0.58,0.07,0,0.07,-0.73,TRUE
0.49,0.05,1.86,0,0,0,0,0,0,0,0,0,0.24,0,0.24,0,TRUE
0,-0.02,1.73,0,0,0,0,0,0.22,0,0.22,0,0.06,0,0.06,0,TRUE
0,0,0.33,0,0.12,0,0.09,-1.43,0,0,0,-0.35,0.23,0,0.18,-0.94,FALSE
0.29,-0.06,1.94,0,0.37,0,0.11,-1.93,0.08,0,0,0,0.15,0,0.15,-0.22,FALSE
5.46,0,3.76,0,0,-0.13,0,-2.09,0,0,0,-0.12,0,-0.09,0,-0.09,TRUE
1.82,-0.11,4.95,0,0,0,0,0,0,0,0,0,0.07,0,0.07,0,FALSE
0,0,0,0,0.11,0,0.09,-2.19,0,0,0,-0.06,0.13,0,0.09,0.04,FALSE
0,0.21,1.37,0,0.28,-0.28,0.33,-0.55,0,0,0,0,0.12,-0.06,0.12,-0.06,TRUE
0.28,0,0.38,0,0,0,0,-1.89,0.1,0,0.16,0,0,0,0,0,TRUE
0.18,0,0.25,0,0.12,-0.08,0,-3.87,0.83,0.02,0.11,-0.38,-0.03,0,0.09,0,TRUE
0,0.27,3.14,0,0.13,0,0.16,0,0,0,0,0,0.05,0,0.05,0,FALSE
1.64,0.08,3.01,0,0.18,0,0.06,-1.89,0,0,0,-0.06,0,0,0,0,FALSE
0.27,0.31,2.2,0,0.01,0,0,0,0,0,0.17,-0.01,0.11,0,0.03,0,TRUE
0,-0.04,1.18,0,0.1,0,0.04,-0.89,0.78,0,0,-0.01,0.09,0,0.09,-0.06,FALSE
0,-0.15,1.25,0,0,0,0,-3.78,0,0,0.17,0.02,0,0,0,0,FALSE
0.2,-0.01,0.32,0,-0.07,0,0,-1.58,0.09,0,0,-0.3,0,0,0,0,FALSE
0,0.25,2.94,0,0.04,0,0,0,0,0,0,0,0,0,0,0,FALSE
0,0.21,1.37,0,0.13,0,0.1,-0.42,0,0,0,0,0.1,0,-0.01,-0.24,TRUE
0,0,0.16,0,0,0,0,-3.55,0,0,0,-0.3,0,0,-0.09,0,TRUE
0,0,0,0,0.23,0,0.35,-1.44,0,0,0,-0.11,0.06,0,0.06,0,FALSE
3.36,-0.1,6.39,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
0.17,0,0.27,0,0,0,0,0,0.15,0,0.25,0,0.15,0,0.15,0,FALSE
1.96,0.11,3.84,0,0.07,0,0.12,0,0.4,0,0.47,0,0.16,0,0.16,0,TRUE
2.19,0,2.41,0,0,-0.11,0,-1.89,0.1,-0.01,0.34,-0.16,-0.05,0,-0.05,0,FALSE
0,0,0,0,0.17,0,0.02,0,0.2,0,0.06,0,-0.03,0,0,0,FALSE
2.43,0,2.51,0,0,0,0,-1.44,0.13,0,0.11,-0.12,0.16,0,0.16,0,FALSE
0.29,0.07,2.11,0,0,0,0,0,0,0,0,0,0.17,0,0.17,0,FALSE
0.73,0,0.95,0,0,0,0,0,0,0,0,0,-0.01,0,-0.01,0,FALSE
0,0,0.1,0,0.17,0,0.24,-0.17,0.17,0,0.3,0,0.14,0,0.14,0,TRUE
0,0,0,0,0,-1.53,0,-1.86,0,0.32,0,0.11,0,0,0,-0.17,FALSE
0,0.01,0.18,0,0,0,0,0,0,-0.04,0.11,0,0,0,0,0,FALSE
1.98,0.21,3.27,0,0,0,0,-1.69,0,0,0,0.09,0.06,0,0.06,0,FALSE
0.15,0,1.81,0,0.01,0,0,-0.12,0,0,0,0,-0.11,0,0,-0.11,FALSE
0,0,0.11,0,0.03,0,0.12,0,0,0,0,0,-0.04,0,-0.04,-0.94,FALSE
0.14,-0.24,2.01,0,0,0,0,-0.81,0,0,0.08,0.01,0.03,0,0.03,0,FALSE
0.21,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0.31,-0.34,1.79,0,0,0,0,0,0,0,0,0,0.08,0,0.08,0,FALSE
0.14,0,0,0,-0.54,0,0,-0.84,0,0,0,0,-0.1,0,0.07,-0.21,TRUE
0.14,0,0.15,0,0,0,0,-3.46,0,0,0,-0.08,0,0,0,0,TRUE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
0,0,0.28,0,0,0,0,-0.3,0,0,0.35,0,0,0,0,-0.22,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
1.34,0,1.05,0,0,0,0,0,0,0,0,0,0.38,0,0.38,0,FALSE
1.72,0,3.19,0,0,0,0,0,0,-0.1,0,0,0,0,0,0,FALSE
2.27,0,0.42,0,-0.27,0,0,-2.57,0,0,0,0.12,0.03,0,0,0,TRUE
0,0,0.28,0,0,0,0,-3.01,0,0,0,0.01,-0.01,0,-0.01,0,FALSE
0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,FALSE
0,0.53,3.16,0,0.19,0,0.13,0,0,0,0,0,0.04,0,0.04,0,TRUE
0.99,0,0.56,0,0,0,0.12,0,0,0,0,0.03,0.52,0,0.52,0,TRUE
0.77,0.02,0.73,0,0,0,0,-1.29,0.12,0,0.1,0.12,0.17,-0.06,0.11,0,FALSE
0,0,0.25,0,0.13,0,0.16,-2.82,0,0,0.1,0.12,0.09,-1.74,0.09,-1.74,TRUE
0,0.15,1.73,0,0,0,0,-0.11,0,0,0,0,0,-0.13,0,-0.06,FALSE
0.21,0,0.18,0,0.22,0,0.09,0,0,0,0,-0.12,0.08,0,-0.03,0,FALSE
0,0,0,0,0,0,0,-1.28,0,0,0,0.37,0,0,0,0,TRUE
